Game,Result,Color,Opening,FirstMove
sverrekoi_killette2_2014.01.01_08:34:11,0,white,Bishop's Opening,e2e4
sverrekoi_killette2_2014.01.01_08:34:11,1,black,--,e7e5
1946toxa_vladimir1951_2014.01.01_08:35:58,1,white,French Defense: Advance Variation #3,e2e4
1946toxa_vladimir1951_2014.01.01_08:35:58,0,black,--,e7e6
amir51_arty17_2014.01.01_08:36:24,0,white,Hungarian Opening: Slav Formation,g2g3
amir51_arty17_2014.01.01_08:36:24,1,black,--,c7c6
rezaalinavaz-p7_Nomadic_Fool_2014.01.01_08:36:52,1,white,Queen's Pawn Game: Symmetrical Variation,d2d4
rezaalinavaz-p7_Nomadic_Fool_2014.01.01_08:36:52,0,black,--,d7d5
thonmy_yohana_2014.01.01_08:36:50,0,white,Ruy Lopez: Exchange Variation,e2e4
thonmy_yohana_2014.01.01_08:36:50,1,black,--,e7e5
jazzzzzzzz_Bordok_2014.01.01_08:37:10,1,white,Philidor Defense: Exchange Variation #2,e2e4
jazzzzzzzz_Bordok_2014.01.01_08:37:10,0,black,--,e7e5
mor777_virtor73_2014.01.01_08:37:59,0,white,Indian Game,d2d4
mor777_virtor73_2014.01.01_08:37:59,1,black,--,g8f6
pachiviris_spiros_2014.01.01_08:38:18,0,white,English Defense #2,d2d4
pachiviris_spiros_2014.01.01_08:38:18,1,black,--,b7b6
Magucho_hananamar_2014.01.01_08:33:49,0,white,Italian Game: Two Knights Defense,e2e4
Magucho_hananamar_2014.01.01_08:33:49,1,black,Max Lange Attack,e7e5
amiremami_skchess_2014.01.01_08:37:18,0,white,Van't Kruijs Opening,e2e3
amiremami_skchess_2014.01.01_08:37:18,1,black,--,e7e5
IVANIV_89178820401_2014.01.01_08:38:59,0,white,Owen Defense,e2e4
IVANIV_89178820401_2014.01.01_08:38:59,1,black,--,b7b6
amir7_-chess3_2014.01.01_08:39:32,1,white,King's Pawn Game: Leonardis Variation,e2e4
amir7_-chess3_2014.01.01_08:39:32,0,black,--,e7e5
apokalypsa_little_josh_2014.01.01_08:39:01,1/2,white,Philidor Defense #3,e2e4
apokalypsa_little_josh_2014.01.01_08:39:01,1/2,black,--,e7e5
mr_xx_nels_2014.01.01_08:39:23,0,white,Amazon Attack,d2d4
mr_xx_nels_2014.01.01_08:39:23,1,black,--,d7d5
Norb_rusak_2014.01.01_08:39:36,1,white,Italian Game,e2e4
Norb_rusak_2014.01.01_08:39:36,0,black,--,e7e5
motet_duzi1964_2014.01.01_08:40:16,1,white,English Opening: Anglo-Indian Defense,c2c4
motet_duzi1964_2014.01.01_08:40:16,0,black,Queen's Knight Variation,g8f6
karlik_JPMTABOGADOS_2014.01.01_08:38:50,1,white,Queen's Gambit Declined: Queen's Knight Variation,d2d4
karlik_JPMTABOGADOS_2014.01.01_08:38:50,0,black,--,d7d5
Vitalij_arteen_1392_1366_2014.01.01_08:40:18,0,white,Italian Game: Anti-Fried Liver Defense,e2e4
Vitalij_arteen_1392_1366_2014.01.01_08:40:18,1,black,--,e7e5
Ganas_rem95_2014.01.01_08:41:23,0,white,Van't Kruijs Opening,e2e3
Ganas_rem95_2014.01.01_08:41:23,1,black,--,e7e5
bohdanvi2013_datboij_2014.01.01_08:37:36,0,white,Sicilian Defense: Canal Attack,e2e4
bohdanvi2013_datboij_2014.01.01_08:37:36,1,black,Main Line,c7c5
grashit49_wiktor52_2014.01.01_08:41:13,0,white,Sicilian Defense: Old Sicilian,e2e4
grashit49_wiktor52_2014.01.01_08:41:13,1,black,--,c7c5
m7777777_Nomadic_Fool_2014.01.01_08:41:13,0,white,Queen's Gambit Declined: 4.Bg5 Be7,d2d4
m7777777_Nomadic_Fool_2014.01.01_08:41:13,1,black,--,g8f6
mohammadd_Ha3ap44008_2014.01.01_08:40:58,1,white,Caro-Kann Defense,e2e4
mohammadd_Ha3ap44008_2014.01.01_08:40:58,0,black,--,c7c6
vfhbz_rusrek_2014.01.01_08:42:53,1,white,Queen's Pawn Game: Mason Attack,d2d4
vfhbz_rusrek_2014.01.01_08:42:53,0,black,--,d7d5
amayak_vadikass_2014.01.01_08:42:46,1,white,French Defense: Exchange Variation,e2e4
amayak_vadikass_2014.01.01_08:42:46,0,black,--,e7e6
vladimir1951_1946toxa_2014.01.01_08:42:24,1,white,Queen's Gambit Declined: Modern,d2d4
vladimir1951_1946toxa_2014.01.01_08:42:24,0,black,Knight Defense,d7d5
alihaleh_iamnotisaterrorist_2014.01.01_08:42:55,0,white,Horwitz Defense,d2d4
alihaleh_iamnotisaterrorist_2014.01.01_08:42:55,1,black,--,e7e6
Kermek_n--s--k-chess-1973_2014.01.01_08:43:08,0,white,Trompowsky Attack,d2d4
Kermek_n--s--k-chess-1973_2014.01.01_08:43:08,1,black,--,g8f6
NAJSPORIJI_kkanda_2014.01.01_08:42:06,1,white,Queen's Pawn Game,d2d4
NAJSPORIJI_kkanda_2014.01.01_08:42:06,0,black,--,d7d5
karlik_alekc200155_2014.01.01_08:41:47,0,white,Nimzo-Indian Defense: Ragozin Variation,d2d4
karlik_alekc200155_2014.01.01_08:41:47,1,black,--,g8f6
Aiex-1_caramba_2014.01.01_08:43:28,0,white,Van't Kruijs Opening,e2e3
Aiex-1_caramba_2014.01.01_08:43:28,1,black,--,c7c5
rem95_Nikoletta1_2014.01.01_08:44:20,1,white,Horwitz Defense,d2d4
rem95_Nikoletta1_2014.01.01_08:44:20,0,black,--,e7e6
Bordok_jazzzzzzzz_2014.01.01_08:43:38,1,white,Queen's Pawn Game: Chigorin Variation,d2d4
Bordok_jazzzzzzzz_2014.01.01_08:43:38,0,black,--,d7d5
yur-koto_LLACUNA_2014.01.01_08:44:33,0,white,Queen's Pawn Game: Chigorin Variation,d2d4
yur-koto_LLACUNA_2014.01.01_08:44:33,1,black,--,d7d5
SacSacMate_bauk_2014.01.01_08:44:31,0,white,Zukertort Opening: Queenside Fianchetto Variation,g1f3
SacSacMate_bauk_2014.01.01_08:44:31,1,black,--,b7b6
gev765_little_josh_2014.01.01_08:44:41,0,white,Italian Game: Two Knights Defense,e2e4
gev765_little_josh_2014.01.01_08:44:41,1,black,Modern Bishop's Opening,e7e5
geneven_hhhaaarrreee_2014.01.01_08:45:00,1,white,Bishop's Opening,e2e4
geneven_hhhaaarrreee_2014.01.01_08:45:00,0,black,--,e7e5
kkanda_NAJSPORIJI_2014.01.01_08:43:43,0,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
kkanda_NAJSPORIJI_2014.01.01_08:43:43,1,black,--,d7d5
sidharthcnadhan_stari_2014.01.01_08:45:34,0,white,Queen's Gambit Accepted: Old Variation,d2d4
sidharthcnadhan_stari_2014.01.01_08:45:34,1,black,--,d7d5
Nikoletta1_rem95_2014.01.01_08:46:09,0,white,French Defense: Knight Variation,e2e4
Nikoletta1_rem95_2014.01.01_08:46:09,1,black,--,e7e6
SWEETMATAM_ghoshme30_2014.01.01_08:45:34,0,white,Philidor Defense #2,e2e4
SWEETMATAM_ghoshme30_2014.01.01_08:45:34,1,black,--,e7e5
Aleksandrenio_avgust-mir_2014.01.01_08:45:37,1,white,English Opening: The Whale,e2e4
Aleksandrenio_avgust-mir_2014.01.01_08:45:37,0,black,--,e7e5
mario40_apokalypsa_2014.01.01_08:45:32,0,white,Ruy Lopez: Steinitz Defense,e2e4
mario40_apokalypsa_2014.01.01_08:45:32,1,black,--,e7e5
julia-14_kkanda_2014.01.01_08:45:43,1,white,Horwitz Defense,d2d4
julia-14_kkanda_2014.01.01_08:45:43,0,black,--,e7e6
wqsqws_fhfji_2014.01.01_08:45:43,0,white,Alekhine Defense: Maroczy Variation,e2e4
wqsqws_fhfji_2014.01.01_08:45:43,1,black,--,g8f6
mwccwm_Sunmachine_2014.01.01_08:46:47,1,white,Sicilian Defense: Snyder Variation,e2e4
mwccwm_Sunmachine_2014.01.01_08:46:47,0,black,--,c7c5
rusak_Norb_2014.01.01_08:47:08,1,white,Scandinavian Defense: Gubinsky-Melts Defense,e2e4
rusak_Norb_2014.01.01_08:47:08,0,black,--,d7d5
NaDengi_Credo_2014.01.01_08:47:42,0,white,French Defense: King's Indian Attack,e2e4
NaDengi_Credo_2014.01.01_08:47:42,1,black,--,e7e6
Ferma_navid000_2014.01.01_08:48:19,1,white,King's Gambit Accepted,e2e4
Ferma_navid000_2014.01.01_08:48:19,0,black,Bonsch-Osmolovsky Variation,e7e5
skchess_Rititi_2014.01.01_08:47:53,0,white,Queen's Gambit Declined: 4.Bg5 Be7,d2d4
skchess_Rititi_2014.01.01_08:47:53,1,black,--,g8f6
Nikoletta1_tex1234_2014.01.01_08:49:01,1/2,white,King's Knight Opening,e2e4
Nikoletta1_tex1234_2014.01.01_08:49:01,1/2,black,--,e7e5
NAJSPORIJI_ramnam_2014.01.01_08:46:51,1,white,Queen's Pawn Game: Krause Variation,d2d4
NAJSPORIJI_ramnam_2014.01.01_08:46:51,0,black,--,d7d5
yur-koto_branislav43_2014.01.01_08:48:17,0,white,Zukertort Opening: Pirc Invitation,g1f3
yur-koto_branislav43_2014.01.01_08:48:17,1,black,--,d7d6
behnam1987_cortland_2014.01.01_08:48:21,1,white,Bishop's Opening,e2e4
behnam1987_cortland_2014.01.01_08:48:21,0,black,--,e7e5
cleoplatre_Samaxe2_2014.01.01_08:49:12,1,white,King's Pawn Game: Wayward Queen Attack,e2e4
cleoplatre_Samaxe2_2014.01.01_08:49:12,0,black,--,e7e5
mv163_LLACUNA_2014.01.01_08:48:52,0,white,Queen's Gambit Declined,d2d4
mv163_LLACUNA_2014.01.01_08:48:52,1,black,--,d7d5
91123020_E-Online_2014.01.01_08:49:19,0,white,Polish Opening: King's Indian Variation,b2b4
91123020_E-Online_2014.01.01_08:49:19,1,black,--,g7g6
NeRi_ALEKS22_2014.01.01_08:48:58,0,white,Danish Gambit,e2e4
NeRi_ALEKS22_2014.01.01_08:48:58,1,black,--,e7e5
NAJSPORIJI_ramnam_2014.01.01_08:49:40,1,white,Queen's Pawn,d2d4
NAJSPORIJI_ramnam_2014.01.01_08:49:40,0,black,--,d7d6
theo_fedorstar_2014.01.01_08:49:55,0,white,Colle System,d2d4
theo_fedorstar_2014.01.01_08:49:55,1,black,--,d7d5
apokalypsa_motet_2014.01.01_08:49:14,1,white,Pirc Defense #4,e2e4
apokalypsa_motet_2014.01.01_08:49:14,0,black,--,d7d6
opipali_sasik_2014.01.01_08:50:54,0,white,Van't Kruijs Opening,e2e3
opipali_sasik_2014.01.01_08:50:54,1,black,--,d7d5
n--s--k-chess-1973_Mh2014_2014.01.01_08:50:33,0,white,Sicilian Defense: Najdorf Variation,e2e4
n--s--k-chess-1973_Mh2014_2014.01.01_08:50:33,1,black,--,c7c5
araratcoo_Emiroide_2014.01.01_08:50:49,1,white,King's Pawn Game: Napoleon Attack,e2e4
araratcoo_Emiroide_2014.01.01_08:50:49,0,black,--,e7e5
gev765_Chandeep_2014.01.01_08:50:43,0,white,Pirc Defense #4,e2e4
gev765_Chandeep_2014.01.01_08:50:43,1,black,--,d7d6
ajith098_Abd0_2014.01.01_08:52:08,0,white,Sicilian Defense: Franco-Sicilian Variation,e2e4
ajith098_Abd0_2014.01.01_08:52:08,1,black,--,c7c5
G1Stas_danigrec_2014.01.01_08:51:30,1,white,Four Knights Game: Scotch Variation Accepted,e2e4
G1Stas_danigrec_2014.01.01_08:51:30,0,black,--,e7e5
wqsqws_LeviathanBaphomet_2014.01.01_08:51:33,1,white,Englund Gambit Declined,e2e3
wqsqws_LeviathanBaphomet_2014.01.01_08:51:33,0,black,Reversed French,e7e5
Den-Den-2013_gnida_2014.01.01_08:51:18,1,white,King's Gambit Accepted,e2e4
Den-Den-2013_gnida_2014.01.01_08:51:18,0,black,King's Knight Gambit,e7e5
Snooker147_rem95_2014.01.01_08:53:15,0,white,King's Pawn Game,e2e4
Snooker147_rem95_2014.01.01_08:53:15,1,black,--,e7e5
kirov66_gelus_2014.01.01_08:51:40,0,white,Modern Defense,e2e4
kirov66_gelus_2014.01.01_08:51:40,1,black,--,g7g6
Credo_NaDengi_2014.01.01_08:52:12,1,white,Philidor Defense,e2e4
Credo_NaDengi_2014.01.01_08:52:12,0,black,--,e7e5
ramnam_NAJSPORIJI_2014.01.01_08:51:54,1/2,white,Scandinavian Defense: Main Line,e2e4
ramnam_NAJSPORIJI_2014.01.01_08:51:54,1/2,black,--,d7d5
mor777_virtor73_2014.01.01_08:52:59,1/2,white,Indian Game,d2d4
mor777_virtor73_2014.01.01_08:52:59,1/2,black,--,g8f6
amir51_spartac13_2014.01.01_08:52:06,0,white,Modern Defense,e2e4
amir51_spartac13_2014.01.01_08:52:06,1,black,--,g7g6
pooria81_Antonis_2014.01.01_08:52:10,0,white,King's Pawn Game: Leonardis Variation,e2e4
pooria81_Antonis_2014.01.01_08:52:10,1,black,--,e7e5
MAXHO_btgn_2014.01.01_08:53:50,1,white,King's Knight Opening: Normal Variation,e2e4
MAXHO_btgn_2014.01.01_08:53:50,0,black,--,e7e5
velimaxi_Seer59_2014.01.01_08:52:31,1,white,Sicilian Defense: McDonnell Attack,e2e4
velimaxi_Seer59_2014.01.01_08:52:31,0,black,--,c7c5
1365_Abd0_2014.01.01_08:53:58,1,white,Van't Kruijs Opening,e2e3
1365_Abd0_2014.01.01_08:53:58,0,black,--,c7c5
E-Online_91123020_2014.01.01_08:52:29,1,white,Van't Kruijs Opening,e2e3
E-Online_91123020_2014.01.01_08:52:29,0,black,--,e7e6
Sersh_paul58_2014.01.01_08:54:46,0,white,King's Indian Attack: Keres Variation,g1f3
Sersh_paul58_2014.01.01_08:54:46,1,black,--,d7d5
karlik_oto_2014.01.01_08:54:35,1,white,Semi-Slav Defense: Accelerated Move Order,d2d4
karlik_oto_2014.01.01_08:54:35,0,black,--,d7d5
Kakurenbo_mahboobeh_2014.01.01_08:52:46,1,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
Kakurenbo_mahboobeh_2014.01.01_08:52:46,0,black,--,d7d5
bluesteyn_branislav43_2014.01.01_08:54:27,0,white,Englund Gambit,d2d4
bluesteyn_branislav43_2014.01.01_08:54:27,1,black,--,e7e5
tolia_evgenei_2014.01.01_08:55:06,1,white,Sicilian Defense: Bowdler Attack,e2e4
tolia_evgenei_2014.01.01_08:55:06,0,black,--,c7c5
stari_sidharthcnadhan_2014.01.01_08:55:06,0,white,Sicilian Defense: Bowdler Attack,e2e4
stari_sidharthcnadhan_2014.01.01_08:55:06,1,black,--,c7c5
amin-ghaemi_thonmy_2014.01.01_08:55:39,1,white,Four Knights Game: Scotch Variation Accepted,e2e4
amin-ghaemi_thonmy_2014.01.01_08:55:39,0,black,--,e7e5
bauk_apokalypsa_2014.01.01_08:54:18,0,white,Bird Opening: From's Gambit,f2f4
bauk_apokalypsa_2014.01.01_08:54:18,1,black,--,e7e5
amiremami_Antonis_2014.01.01_08:56:09,0,white,Van't Kruijs Opening,e2e3
amiremami_Antonis_2014.01.01_08:56:09,1,black,--,e7e5
Den-Den-2013_khandiliakhap_2014.01.01_08:57:26,1,white,King's Gambit Accepted,e2e4
Den-Den-2013_khandiliakhap_2014.01.01_08:57:26,0,black,Schallopp Defense,e7e5
Mucho_ALEKS22_2014.01.01_08:58:08,1,white,King's Gambit Accepted,e2e4
Mucho_ALEKS22_2014.01.01_08:58:08,0,black,Cunningham Defense,e7e5
vl_MAXHO_2014.01.01_08:57:48,0,white,Philidor Defense #3,e2e4
vl_MAXHO_2014.01.01_08:57:48,1,black,--,e7e5
amir51_amin49_2014.01.01_08:58:13,1,white,Hungarian Opening: Catalan Formation,g2g3
amir51_amin49_2014.01.01_08:58:13,0,black,--,e7e6
Chandeep_Abd0_2014.01.01_08:57:49,1,white,Sicilian Defense: Smith-Morra Gambit #2,e2e4
Chandeep_Abd0_2014.01.01_08:57:49,0,black,--,c7c5
KOCYVO_Ha3ap44008_2014.01.01_08:56:08,0,white,Caro-Kann Defense: Two Knights Attack,e2e4
KOCYVO_Ha3ap44008_2014.01.01_08:56:08,1,black,Mindeno Variation,c7c6
Nomadic_Fool_m7777777_2014.01.01_08:58:02,0,white,Scandinavian Defense: Main Line,e2e4
Nomadic_Fool_m7777777_2014.01.01_08:58:02,1,black,--,d7d5
Yesterday2_mario40_2014.01.01_08:58:03,1,white,King's Gambit,e2e4
Yesterday2_mario40_2014.01.01_08:58:03,0,black,--,e7e5
tonadar_1705012330402_2014.01.01_08:58:40,1,white,Queen's Pawn Game: Symmetrical Variation,d2d4
tonadar_1705012330402_2014.01.01_08:58:40,0,black,Pseudo-Catalan,d7d5
mkhchess_Orangebuck_2014.01.01_08:58:32,0,white,Ruy Lopez: Steinitz Defense,e2e4
mkhchess_Orangebuck_2014.01.01_08:58:32,1,black,--,e7e5
coralines_ensiye_2014.01.01_08:58:58,1,white,Queen's Pawn Game: Zukertort Variation,d2d4
coralines_ensiye_2014.01.01_08:58:58,0,black,--,d7d5
Lenur_derangforu_2014.01.01_08:59:08,1,white,Queen's Gambit Declined: Exchange Variation,d2d4
Lenur_derangforu_2014.01.01_08:59:08,0,black,Positional Variation #2,d7d5
amir51_amin49_2014.01.01_08:59:00,0,white,Nimzo-Larsen Attack,b2b3
amir51_amin49_2014.01.01_08:59:00,1,black,--,e7e6
jazzzzzzzz_kkanda_2014.01.01_08:53:49,1,white,French Defense: Tarrasch Variation,e2e4
jazzzzzzzz_kkanda_2014.01.01_08:53:49,0,black,Chistyakov Defense,e7e6
cokin76_Andrandandand_2014.01.01_08:59:07,0,white,Philidor Defense,e2e4
cokin76_Andrandandand_2014.01.01_08:59:07,1,black,--,e7e5
piramidus_ajith098_2014.01.01_08:59:34,1,white,King's Pawn Game: Leonardis Variation,e2e4
piramidus_ajith098_2014.01.01_08:59:34,0,black,--,e7e5
ravwan_gerardfredj_2014.01.01_08:59:39,0,white,Four Knights Game: Spanish Variation,e2e4
ravwan_gerardfredj_2014.01.01_08:59:39,1,black,Rubinstein Variation,e7e5
Karpen_caramba_2014.01.01_09:00:12,0,white,Indian Game,d2d4
Karpen_caramba_2014.01.01_09:00:12,1,black,--,g8f6
dfcbkmtdbx_skchess_2014.01.01_09:00:00,0,white,Benoni Defense: Hromadka System,d2d4
dfcbkmtdbx_skchess_2014.01.01_09:00:00,1,black,--,c7c5
vladimir1951_Rititi_2014.01.01_09:00:24,1,white,Queen's Gambit Declined: Modern Variation,d2d4
vladimir1951_Rititi_2014.01.01_09:00:24,0,black,--,g8f6
amir51_amin49_2014.01.01_09:01:13,0,white,French Defense: Advance Variation,e2e4
amir51_amin49_2014.01.01_09:01:13,1,black,Paulsen Attack,e7e6
jmen_Aiex-1_2014.01.01_09:00:04,0,white,Horwitz Defense,d2d4
jmen_Aiex-1_2014.01.01_09:00:04,1,black,--,e7e6
yur-koto_wqsqws_2014.01.01_08:59:40,1,white,Hungarian Opening,g2g3
yur-koto_wqsqws_2014.01.01_08:59:40,0,black,--,d7d6
bauk_mazyar-roozbeh_2014.01.01_09:01:13,1,white,Italian Game,e2e4
bauk_mazyar-roozbeh_2014.01.01_09:01:13,0,black,--,e7e5
khodamam41_mkh205_2014.01.01_09:01:31,1,white,Slav Indian,d2d4
khodamam41_mkh205_2014.01.01_09:01:31,0,black,--,g8f6
nihar22383_sergey7_2014.01.01_09:01:50,0,white,Queen's Pawn Game: Chigorin Variation,d2d4
nihar22383_sergey7_2014.01.01_09:01:50,1,black,--,d7d5
Mh2014_viksav_2014.01.01_08:59:07,1,white,Queen's Gambit Declined: Traditional Variation,d2d4
Mh2014_viksav_2014.01.01_08:59:07,0,black,--,d7d5
nazer_AndreYonadam_2014.01.01_09:01:01,1,white,Scandinavian Defense,e2e4
nazer_AndreYonadam_2014.01.01_09:01:01,0,black,--,d7d5
kkanda_jazzzzzzzz_2014.01.01_09:01:32,1,white,King's Gambit,e2e4
kkanda_jazzzzzzzz_2014.01.01_09:01:32,0,black,Falkbeer Countergambit,e7e5
n--s--k-chess-1973_E-Online_2014.01.01_09:02:07,1,white,Modern Defense,e2e4
n--s--k-chess-1973_E-Online_2014.01.01_09:02:07,0,black,--,g7g6
NaDengi_Emiroide_2014.01.01_09:02:20,0,white,King's Pawn Game: Leonardis Variation,e2e4
NaDengi_Emiroide_2014.01.01_09:02:20,1,black,--,e7e5
Vax_wqsqws_2014.01.01_09:02:39,1,white,Rat Defense: Harmonist,e2e4
Vax_wqsqws_2014.01.01_09:02:39,0,black,--,d7d6
oblom_gyalog-galopp_2014.01.01_09:02:33,1,white,Four Knights Game,g1f3
oblom_gyalog-galopp_2014.01.01_09:02:33,0,black,--,b8c6
PiratBlack_nebojsa1234_2014.01.01_09:02:38,0,white,Modern Defense,d2d4
PiratBlack_nebojsa1234_2014.01.01_09:02:38,1,black,--,g7g6
Dryg_alzitro_2014.01.01_09:03:17,0,white,Nimzo-Larsen Attack: Classical Variation,b2b3
Dryg_alzitro_2014.01.01_09:03:17,1,black,--,d7d5
a57036_gichess_2014.01.01_09:03:49,0,white,Queen's Pawn,d2d4
a57036_gichess_2014.01.01_09:03:49,1,black,--,d7d6
ramnam_Kelenner_2014.01.01_09:02:49,1,white,Scandinavian Defense: Modern Variation #2,e2e4
ramnam_Kelenner_2014.01.01_09:02:49,0,black,--,d7d5
H_banimehdi_rem95_2014.01.01_09:03:00,0,white,Englund Gambit,d2d4
H_banimehdi_rem95_2014.01.01_09:03:00,1,black,--,e7e5
paul58_Bordok_2014.01.01_09:02:39,1,white,French Defense: Alekhine-Chatard Attack,d2d4
paul58_Bordok_2014.01.01_09:02:39,0,black,Maroczy Variation,d7d5
kerekeza26_pachiviris_2014.01.01_09:03:56,1,white,Queen's Pawn Game: Zukertort Variation,g1f3
kerekeza26_pachiviris_2014.01.01_09:03:56,0,black,--,d7d5
w-w-j-b-d_thonmy_2014.01.01_09:03:58,0,white,Center Game: Normal Variation,e2e4
w-w-j-b-d_thonmy_2014.01.01_09:03:58,1,black,--,e7e5
Lenur_derangforu_2014.01.01_09:02:00,1,white,King's Indian Defense: Normal Variation,d2d4
Lenur_derangforu_2014.01.01_09:02:00,0,black,Standard Development,g7g6
naderat65_surendhar_2014.01.01_09:03:30,1,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
naderat65_surendhar_2014.01.01_09:03:30,0,black,--,d7d5
Vax_flakita-goloza_2014.01.01_09:05:33,1,white,Guatemala Defense,e2e4
Vax_flakita-goloza_2014.01.01_09:05:33,0,black,--,b7b6
coralines_Kermek_2014.01.01_09:04:56,1,white,English Defense #2,d2d4
coralines_Kermek_2014.01.01_09:04:56,0,black,--,b7b6
julia-14_ahmadcharife_2014.01.01_09:04:06,0,white,Horwitz Defense,d2d4
julia-14_ahmadcharife_2014.01.01_09:04:06,1,black,--,e7e6
jmen_krnathi143_2014.01.01_09:05:07,1,white,Horwitz Defense,d2d4
jmen_krnathi143_2014.01.01_09:05:07,0,black,--,e7e6
nady8813_coldyn_2014.01.01_09:02:41,1,white,Vienna Game: Anderssen Defense,e2e4
nady8813_coldyn_2014.01.01_09:02:41,0,black,--,e7e5
_raty__btgn_2014.01.01_09:05:56,1,white,Vienna Game: Vienna Gambit,e2e4
_raty__btgn_2014.01.01_09:05:56,0,black,--,g8f6
mojahed_SEMAGA_2014.01.01_09:06:00,1,white,French Defense: Rubinstein Variation,e2e4
mojahed_SEMAGA_2014.01.01_09:06:00,0,black,Fort Knox Variation,e7e6
paul58_Bordok_2014.01.01_09:06:20,1,white,Reti Opening: Reti Accepted,g1f3
paul58_Bordok_2014.01.01_09:06:20,0,black,--,d7d5
pacito31_Shamarin69_2014.01.01_09:04:49,1,white,King's Pawn Game: McConnell Defense,e2e4
pacito31_Shamarin69_2014.01.01_09:04:49,0,black,--,e7e5
julia-14_vadikass_2014.01.01_09:06:48,1,white,Indian Game,d2d4
julia-14_vadikass_2014.01.01_09:06:48,0,black,--,g8f6
Den-Den-2013_shivakrishna_2014.01.01_09:07:06,1,white,King's Gambit,e2e4
Den-Den-2013_shivakrishna_2014.01.01_09:07:06,0,black,--,e7e5
sasik_yur-koto_2014.01.01_09:06:55,0,white,King's Pawn Game: Napoleon Attack,e2e4
sasik_yur-koto_2014.01.01_09:06:55,1,black,--,e7e5
diogen613_wqsqws_2014.01.01_09:09:10,1,white,French Defense: Normal Variation,e2e4
diogen613_wqsqws_2014.01.01_09:09:10,0,black,--,e7e6
estet_5_little_josh_2014.01.01_09:07:11,1,white,King's Pawn Game: Leonardis Variation,e2e4
estet_5_little_josh_2014.01.01_09:07:11,0,black,--,e7e5
krnathi143_amin-ghaemi_2014.01.01_09:08:25,0,white,Van't Kruijs Opening,e2e3
krnathi143_amin-ghaemi_2014.01.01_09:08:25,1,black,--,e7e5
Vax_fedorstar_2014.01.01_09:09:03,1,white,Philidor Defense: Exchange Variation,e2e4
Vax_fedorstar_2014.01.01_09:09:03,0,black,--,e7e5
ahmadcharife_shaktimaan_2014.01.01_09:07:25,0,white,Caro-Kann Defense,e2e4
ahmadcharife_shaktimaan_2014.01.01_09:07:25,1,black,--,c7c6
jmen_Neck_Cramp_2014.01.01_09:09:14,1,white,Queen's Pawn,d2d4
jmen_Neck_Cramp_2014.01.01_09:09:14,0,black,--,c7c6
spaces_sergey7_2014.01.01_09:08:51,0,white,Rubinstein Opening,d2d4
spaces_sergey7_2014.01.01_09:08:51,1,black,--,e7e6
beerdstreet_mkhchess_2014.01.01_09:09:43,1,white,Queen's Gambit Declined,d2d4
beerdstreet_mkhchess_2014.01.01_09:09:43,0,black,--,d7d5
taswo_canon_2014.01.01_09:09:01,1,white,Van't Kruijs Opening,e2e3
taswo_canon_2014.01.01_09:09:01,0,black,--,g8f6
sergey36_vladimir1951_2014.01.01_09:10:13,0,white,Philidor Defense #4,e2e4
sergey36_vladimir1951_2014.01.01_09:10:13,1,black,--,e7e5
Magucho_zdzichu70_2014.01.01_09:10:06,0,white,Italian Game: Evans Gambit,e2e4
Magucho_zdzichu70_2014.01.01_09:10:06,1,black,Stone-Ware Variation,e7e5
cokin76_ozi99_2014.01.01_09:10:15,0,white,French Defense: Knight Variation,e2e4
cokin76_ozi99_2014.01.01_09:10:15,1,black,--,e7e6
nesa10_Bamtori_2014.01.01_09:09:08,0,white,Ruy Lopez: Berlin Defense #2,e2e4
nesa10_Bamtori_2014.01.01_09:09:08,1,black,--,b8c6
gintzu_yur-koto_2014.01.01_09:11:22,0,white,Italian Game: Anti-Fried Liver Defense,e2e4
gintzu_yur-koto_2014.01.01_09:11:22,1,black,--,e7e5
laleh_khandiliakhap_2014.01.01_09:11:22,0,white,Queen's Gambit Accepted,d2d4
laleh_khandiliakhap_2014.01.01_09:11:22,1,black,--,d7d5
taswo_H_banimehdi_2014.01.01_09:11:08,0,white,French Defense: La Bourdonnais Variation,e2e4
taswo_H_banimehdi_2014.01.01_09:11:08,1,black,--,e7e6
nafahm_Norb_2014.01.01_09:11:27,1,white,Scandinavian Defense: Gubinsky-Melts Defense,e2e4
nafahm_Norb_2014.01.01_09:11:27,0,black,--,d7d5
Jamesmyladi_a57036_2014.01.01_09:11:58,1,white,Modern Defense,e2e4
Jamesmyladi_a57036_2014.01.01_09:11:58,0,black,--,g7g6
amir51_amin49_2014.01.01_09:10:45,0,white,Hungarian Opening: Catalan Formation,g2g3
amir51_amin49_2014.01.01_09:10:45,1,black,--,e7e6
E-Online_apokalypsa_2014.01.01_09:11:54,0,white,Van't Kruijs Opening,e2e3
E-Online_apokalypsa_2014.01.01_09:11:54,1,black,--,e7e5
tntonex_alimahmoodi_2014.01.01_09:12:01,1,white,Four Knights Game,e2e4
tntonex_alimahmoodi_2014.01.01_09:12:01,0,black,--,e7e5
nebojsa1234_Sersh_2014.01.01_09:12:38,1,white,Sicilian Defense: Bowdler Attack,e2e4
